Domain,Area,Item,Year,Unit,Value,Flag Description
Producer Prices - Annual,Egypt,"Meat, goat",2003,USD,2903.2,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2004,USD,3289.7,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2005,USD,4236.3,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2006,USD,4691.8,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2007,USD,5220.4,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2008,USD,5242.9,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2009,USD,5961.7,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2010,USD,6577.4,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2011,USD,6644,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2012,USD,6941.8,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2013,USD,7048.7,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2014,USD,7390.1,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2015,USD,7598.4,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2016,USD,6528.7,Official data
Producer Prices - Annual,Egypt,"Meat, goat",2017,USD,4785,Official data
Producer Prices - Annual,Egypt,"Meat, pig",1991,USD,2071.4,Official data
Producer Prices - Annual,Egypt,"Meat, pig",1992,USD,1986.9,Official data
Producer Prices - Annual,Egypt,"Meat, pig",1993,USD,2520.8,Official data
Producer Prices - Annual,Egypt,"Meat, pig",1994,USD,2866.1,Official data
Producer Prices - Annual,Egypt,"Meat, pig",1995,USD,3283.4,Official data
Producer Prices - Annual,Egypt,"Meat, pig",1998,USD,3446.6,Official data
Producer Prices - Annual,Egypt,"Meat, pig",1999,USD,3532.3,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2000,USD,3525.3,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2001,USD,3048.3,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2002,USD,2910.4,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2003,USD,2429.6,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2004,USD,2675.2,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2005,USD,3303.1,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2006,USD,3396,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2007,USD,3478.7,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2008,USD,3635.5,Official data
Producer Prices - Annual,Egypt,"Meat, pig",2009,USD,4253.9,Official data
Producer Prices - Annual,El Salvador,"Meat, cattle",2004,USD,2374.2,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2005,USD,2513.3,Official data
Producer Prices - Annual,El Salvador,"Meat, cattle",2006,USD,2645.5,Official data
Producer Prices - Annual,El Salvador,"Meat, cattle",2007,USD,2876.9,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2008,USD,3046.2,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2009,USD,2707.7,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2010,USD,2384.6,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2011,USD,2623.1,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2012,USD,2961.5,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2013,USD,2961.5,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2014,USD,3596.2,Calculated data
Producer Prices - Annual,El Salvador,"Meat, cattle",2015,USD,3934.6,Calculated data
Producer Prices - Annual,El Salvador,"Meat, chicken",1996,USD,1748.6,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",1997,USD,1821.6,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",1998,USD,1935,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",1999,USD,1778.8,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2000,USD,1751.1,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2001,USD,1708.3,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2002,USD,1708.3,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2003,USD,1637.7,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2004,USD,2006.2,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2005,USD,2138.5,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2006,USD,2204.6,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2010,USD,2574,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2011,USD,2420,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2012,USD,1656,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2013,USD,2816,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2014,USD,2508,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2016,USD,2794,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2017,USD,2860,Official data
Producer Prices - Annual,El Salvador,"Meat, chicken",2018,USD,2816,Official data
Producer Prices - Annual,El Salvador,"Meat, pig",1991,USD,1645.5,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",1992,USD,1805.5,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",1993,USD,1965.3,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",1994,USD,2190.5,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",1995,USD,2011.9,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",1996,USD,2242.1,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",1997,USD,2467.9,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",1998,USD,2619.3,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",1999,USD,2415.7,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2000,USD,2433.9,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2001,USD,2452.7,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2002,USD,2491.2,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2003,USD,2509.4,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2004,USD,2408.8,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2005,USD,2425.1,Official data
Producer Prices - Annual,El Salvador,"Meat, pig",2007,USD,2933.3,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2008,USD,3503.7,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2009,USD,3585.2,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2010,USD,5500,Official data
Producer Prices - Annual,El Salvador,"Meat, pig",2011,USD,4440.7,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2012,USD,4522.2,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2013,USD,4481.5,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2014,USD,4603.7,Calculated data
Producer Prices - Annual,El Salvador,"Meat, pig",2015,USD,4603.7,Calculated data
Producer Prices - Annual,Equatorial Guinea,"Meat, cattle",2007,USD,11552.9,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, cattle",2008,USD,12800.4,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, cattle",2009,USD,12841.5,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, cattle",2010,USD,14578.4,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, chicken",2007,USD,16570.3,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, chicken",2008,USD,18359.5,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, chicken",2009,USD,18418.4,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, chicken",2010,USD,20909.6,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, goat",2007,USD,12484.6,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, goat",2008,USD,13832.7,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, goat",2009,USD,13877.1,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, goat",2010,USD,15754,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, pig",2007,USD,3953,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, pig",2008,USD,4379.9,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, pig",2009,USD,4393.9,Calculated data based on estimated data
Producer Prices - Annual,Equatorial Guinea,"Meat, pig",2010,USD,4988.3,Calculated data based on estimated data
Producer Prices - Annual,Eritrea,"Meat, chicken",1993,USD,2997.2,Unofficial figure
Producer Prices - Annual,Eritrea,"Meat, chicken",1994,USD,2010.9,Unofficial figure
Producer Prices - Annual,Estonia,"Meat, cattle",1992,USD,1170.1,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",1993,USD,2660.3,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",1994,USD,2127.2,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",1995,USD,1597.6,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",1996,USD,1567,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",1997,USD,1362.8,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",1998,USD,1048.1,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",1999,USD,1051.8,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2000,USD,1025.5,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2001,USD,1563.6,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2002,USD,1570.3,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2003,USD,915.7,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2004,USD,2217.2,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2005,USD,2303.6,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2006,USD,2304.6,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2007,USD,2509,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2008,USD,3266.4,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2009,USD,3116.6,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2010,USD,2730.3,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2011,USD,3897.7,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2012,USD,2690.1,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2013,USD,2897.2,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2014,USD,2640.9,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2015,USD,2190.7,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2016,USD,2163.9,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2017,USD,2438.4,Official data
Producer Prices - Annual,Estonia,"Meat, cattle",2018,USD,2649.8,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",1992,USD,1848.4,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",1993,USD,1944.8,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",1994,USD,2275.3,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",1995,USD,1649.6,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",1996,USD,1853.5,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",1997,USD,1921,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",1998,USD,1358.6,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",1999,USD,1138.7,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2000,USD,717.4,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2001,USD,1190.5,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2002,USD,1063.3,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2003,USD,1236.8,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2004,USD,1593.5,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2005,USD,1545,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2006,USD,1574.6,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2007,USD,2194.4,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2008,USD,2468.5,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2009,USD,1960,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2010,USD,1667.8,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2011,USD,1846.7,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2012,USD,1749.7,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2013,USD,2010.8,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2014,USD,1952.2,Official data
Producer Prices - Annual,Estonia,"Meat, chicken",2015,USD,1771.4,Calculated data
Producer Prices - Annual,Estonia,"Meat, chicken",2016,USD,1784.1,Calculated data
Producer Prices - Annual,Estonia,"Meat, chicken",2017,USD,1638.5,Calculated data
Producer Prices - Annual,Estonia,"Meat, chicken",2018,USD,1553.1,Calculated data
Producer Prices - Annual,Estonia,"Meat, pig",1992,USD,1668.7,Official data
Producer Prices - Annual,Estonia,"Meat, pig",1993,USD,2504.7,Official data
Producer Prices - Annual,Estonia,"Meat, pig",1994,USD,2480.7,Official data
Producer Prices - Annual,Estonia,"Meat, pig",1995,USD,1801.4,Official data
Producer Prices - Annual,Estonia,"Meat, pig",1996,USD,1793.7,Official data
Producer Prices - Annual,Estonia,"Meat, pig",1997,USD,1926.3,Official data
Producer Prices - Annual,Estonia,"Meat, pig",1998,USD,1204.1,Official data
Producer Prices - Annual,Estonia,"Meat, pig",1999,USD,1181.4,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2000,USD,1436.1,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2001,USD,1601,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2002,USD,1288.8,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2003,USD,1577.7,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2004,USD,1710,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2005,USD,1853.9,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2006,USD,1899.8,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2007,USD,2045.2,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2008,USD,2474.2,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2009,USD,2199.9,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2010,USD,1972.2,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2011,USD,2361.3,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2012,USD,2281.7,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2013,USD,2394.6,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2014,USD,2263.9,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2015,USD,1654,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2016,USD,1668.6,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2017,USD,1831.7,Official data
Producer Prices - Annual,Estonia,"Meat, pig",2018,USD,1806,Official data
Producer Prices - Annual,Ethiopia,"Meat, cattle",2007,USD,2438.1,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, cattle",2008,USD,2528.6,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, cattle",2011,USD,3779.1,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, cattle",2012,USD,5098.8,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, cattle",2013,USD,4850.7,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, cattle",2014,USD,4617.2,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, cattle",2015,USD,4398.7,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2006,USD,1898.6,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2007,USD,2504.4,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2008,USD,3115.3,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2010,USD,2155.8,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2011,USD,2904.1,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2012,USD,3102.2,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2013,USD,3938.3,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2014,USD,4686.6,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, chicken",2015,USD,5356.7,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2006,USD,579,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2007,USD,1877.1,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2008,USD,2029.2,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2009,USD,2141.2,Calculated data based on estimated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2010,USD,3238,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2011,USD,3553.6,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2012,USD,5262.5,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2013,USD,4618.3,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2014,USD,4027.2,Calculated data
Producer Prices - Annual,Ethiopia,"Meat, goat",2015,USD,3485.8,Calculated data
Producer Prices - Annual,Fiji,"Meat, cattle",1998,USD,805.3,Official data
Producer Prices - Annual,Fiji,"Meat, cattle",1999,USD,812.3,Official data
Producer Prices - Annual,Fiji,"Meat, cattle",2000,USD,751.7,Official data
Producer Prices - Annual,Fiji,"Meat, cattle",2001,USD,878.5,Official data
Producer Prices - Annual,Fiji,"Meat, cattle",2002,USD,914.6,Official data
Producer Prices - Annual,Fiji,"Meat, cattle",2003,USD,1318.8,Official data
Producer Prices - Annual,Fiji,"Meat, cattle",2004,USD,1442.6,Official data
